city,lat,lng,country,iso2,admin,capital,population,population_proper
NORTH BRIGHTON,-37.813938,144.963425,Australia,AU,Victoria,admin,,
SOUTH BRIGHTON,-37.813938,144.963425,Australia,AU,Victoria,admin,,
KINGSTON PARK,-37.813938,144.963425,Australia,AU,Victoria,admin,,
MARINO,-37.813938,144.963425,Australia,AU,Victoria,admin,,
SEACLIFF,-37.813938,144.963425,Australia,AU,Victoria,admin,,
SEACLIFF PARK,-37.813938,144.963425,Australia,AU,Victoria,admin,,
SEAVIEW DOWNS,-37.813938,144.963425,Australia,AU,Victoria,admin,,
BELLEVUE HEIGHTS,-37.813938,144.963425,Australia,AU,Victoria,admin,,
EDEN HILLS,-37.813938,144.963425,Australia,AU,Victoria,admin,,
BLACKWOOD,-37.813938,144.963425,Australia,AU,Victoria,admin,,
TRINITY GARDENS,-37.813938,144.963425,Australia,AU,Victoria,admin,,
LOWER MITCHAM,-37.813938,144.963425,Australia,AU,Victoria,admin,,
LYNTON,-37.813938,144.963425,Australia,AU,Victoria,admin,,
MITCHAM,-37.813938,144.963425,Australia,AU,Victoria,admin,,
NETHERBY,-37.813938,144.963425,Australia,AU,Victoria,admin,,
SPRINGFIELD,-37.813938,144.963425,Australia,AU,Victoria,admin,,
TORRENS PARK,-37.813938,144.963425,Australia,AU,Victoria,admin,,
EASTWOOD,-37.813938,144.963425,Australia,AU,Victoria,admin,,
FREWVILLE,-37.813938,144.963425,Australia,AU,Victoria,admin,,
FULLARTON,-37.813938,144.963425,Australia,AU,Victoria,admin,,
MITCHELL PARK,-37.813938,144.963425,Australia,AU,Victoria,admin,,
MORPHETTVILLE,-37.813938,144.963425,Australia,AU,Victoria,admin,,
PARK HOLME,-37.813938,144.963425,Australia,AU,Victoria,admin,,
GLENGOWRIE,-37.813938,144.963425,Australia,AU,Victoria,admin,,
SOMERTON PARK,-37.813938,144.963425,Australia,AU,Victoria,admin,,
GLENELG,-37.813938,144.963425,Australia,AU,Victoria,admin,,
GLENELG EAST,-37.813938,144.963425,Australia,AU,Victoria,admin,,
GLENELG NORTH,-37.813938,144.963425,Australia,AU,Victoria,admin,,
TOORAK GARDENS,-37.813938,144.963425,Australia,AU,Victoria,admin,,
TUSMORE,-37.813938,144.963425,Australia,AU,Victoria,admin,,
BEAUMONT,-37.813938,144.963425,Australia,AU,Victoria,admin,,
BURNSIDE,-37.813938,144.963425,Australia,AU,Victoria,admin,,
ERINDALE,-37.813938,144.963425,Australia,AU,Victoria,admin,,
HAZELWOOD PARK,-37.813938,144.963425,Australia,AU,Victoria,admin,,
STONYFELL,-37.813938,144.963425,Australia,AU,Victoria,admin,,
WATERFALL GULLY,-37.813938,144.963425,Australia,AU,Victoria,admin,,
WATTLE PARK,-37.813938,144.963425,Australia,AU,Victoria,admin,,
BEULAH PARK,-37.813938,144.963425,Australia,AU,Victoria,admin,,
COLLEGE PARK,-37.813938,144.963425,Australia,AU,Victoria,admin,,
EVANDALE,-37.813938,144.963425,Australia,AU,Victoria,admin,,
HACKNEY,-37.813938,144.963425,Australia,AU,Victoria,admin,,
MAYLANDS,-37.813938,144.963425,Australia,AU,Victoria,admin,,
ST PETERS,-37.813938,144.963425,Australia,AU,Victoria,admin,,
STEPNEY,-37.813938,144.963425,Australia,AU,Victoria,admin,,
FELIXSTOW,-37.813938,144.963425,Australia,AU,Victoria,admin,,
FIRLE,-37.813938,144.963425,Australia,AU,Victoria,admin,,
GLYNDE,-37.813938,144.963425,Australia,AU,Victoria,admin,,
JOSLIN,-37.813938,144.963425,Australia,AU,Victoria,admin,,
MARDEN,-37.813938,144.963425,Australia,AU,Victoria,admin,,
PAYNEHAM,-37.813938,144.963425,Australia,AU,Victoria,admin,,
PAYNEHAM SOUTH,-37.813938,144.963425,Australia,AU,Victoria,admin,,
ROYSTON PARK,-37.813938,144.963425,Australia,AU,Victoria,admin,,
AULDANA,-37.813938,144.963425,Australia,AU,Victoria,admin,,
MAGILL,-37.813938,144.963425,Australia,AU,Victoria,admin,,
ROSSLYN PARK,-37.813938,144.963425,Australia,AU,Victoria,admin,,
NEWTON,-37.813938,144.963425,Australia,AU,Victoria,admin,,
DERNANCOURT,-37.813938,144.963425,Australia,AU,Victoria,admin,,
PARADISE,-37.813938,144.963425,Australia,AU,Victoria,admin,,
ATHELSTONE,-37.813938,144.963425,Australia,AU,Victoria,admin,,
SKYE,-37.813938,144.963425,Australia,AU,Victoria,admin,,
TERINGIE,-37.813938,144.963425,Australia,AU,Victoria,admin,,
WOODFORDE,-37.813938,144.963425,Australia,AU,Victoria,admin,,
HECTORVILLE,-37.813938,144.963425,Australia,AU,Victoria,admin,,
ROSTREVOR,-37.813938,144.963425,Australia,AU,Victoria,admin,,
TRANMERE,-37.813938,144.963425,Australia,AU,Victoria,admin,,
CAMPBELLTOWN,-37.813938,144.963425,Australia,AU,Victoria,admin,,
KENT TOWN,-37.813938,144.963425,Australia,AU,Victoria,admin,,
NORWOOD,-37.813938,144.963425,Australia,AU,Victoria,admin,,
ROSE PARK,-37.813938,144.963425,Australia,AU,Victoria,admin,,
HEATHPOOL,-37.813938,144.963425,Australia,AU,Victoria,admin,,
KENSINGTON,-37.813938,144.963425,Australia,AU,Victoria,admin,,
KENSINGTON GARDENS,-37.813938,144.963425,Australia,AU,Victoria,admin,,
KENSINGTON PARK,-37.813938,144.963425,Australia,AU,Victoria,admin,,
LEABROOK,-37.813938,144.963425,Australia,AU,Victoria,admin,,
MARRYATVILLE,-37.813938,144.963425,Australia,AU,Victoria,admin,,
ST MORRIS,-37.813938,144.963425,Australia,AU,Victoria,admin,,
PARA VISTA,-37.813938,144.963425,Australia,AU,Victoria,admin,,
VALLEY VIEW,-37.813938,144.963425,Australia,AU,Victoria,admin,,
CAVAN,-37.813938,144.963425,Australia,AU,Victoria,admin,,
DRY CREEK,-37.813938,144.963425,Australia,AU,Victoria,admin,,
GEPPS CROSS,-37.813938,144.963425,Australia,AU,Victoria,admin,,
MAWSON LAKES,-37.813938,144.963425,Australia,AU,Victoria,admin,,
VALE PARK,-37.813938,144.963425,Australia,AU,Victoria,admin,,
WALKERVILLE,-37.813938,144.963425,Australia,AU,Victoria,admin,,
FITZROY,-37.813938,144.963425,Australia,AU,Victoria,admin,,
OVINGHAM,-37.813938,144.963425,Australia,AU,Victoria,admin,,
PROSPECT,-37.813938,144.963425,Australia,AU,Victoria,admin,,
THORNGATE,-37.813938,144.963425,Australia,AU,Victoria,admin,,
BROADVIEW,-37.813938,144.963425,Australia,AU,Victoria,admin,,
HOPE VALLEY,-37.813938,144.963425,Australia,AU,Victoria,admin,,
BANKSIA PARK,-37.813938,144.963425,Australia,AU,Victoria,admin,,
TEA TREE GULLY,-37.813938,144.963425,Australia,AU,Victoria,admin,,
VISTA,-37.813938,144.963425,Australia,AU,Victoria,admin,,
MODBURY,-37.813938,144.963425,Australia,AU,Victoria,admin,,
MODBURY HEIGHTS,-37.813938,144.963425,Australia,AU,Victoria,admin,,
MODBURY NORTH,-37.813938,144.963425,Australia,AU,Victoria,admin,,
CASTAMBUL,-37.813938,144.963425,Australia,AU,Victoria,admin,,
COLLINSWOOD,-37.813938,144.963425,Australia,AU,Victoria,admin,,
GILBERTON,-37.813938,144.963425,Australia,AU,Victoria,admin,,
MEDINDIE,-37.813938,144.963425,Australia,AU,Victoria,admin,,
MEDINDIE GARDENS,-37.813938,144.963425,Australia,AU,Victoria,admin,,
HIGHGATE,-37.813938,144.963425,Australia,AU,Victoria,admin,,
PARKSIDE,-37.813938,144.963425,Australia,AU,Victoria,admin,,
GLEN OSMOND,-37.813938,144.963425,Australia,AU,Victoria,admin,,
GLENUNGA,-37.813938,144.963425,Australia,AU,Victoria,admin,,
MOUNT OSMOND,-37.813938,144.963425,Australia,AU,Victoria,admin,,
MYRTLE BANK,-37.813938,144.963425,Australia,AU,Victoria,admin,,
ST GEORGES,-37.813938,144.963425,Australia,AU,Victoria,admin,,
URRBRAE,-37.813938,144.963425,Australia,AU,Victoria,admin,,
DULWICH,-37.813938,144.963425,Australia,AU,Victoria,admin,,
GLENSIDE,-37.813938,144.963425,Australia,AU,Victoria,admin,,
LINDEN PARK,-37.813938,144.963425,Australia,AU,Victoria,admin,,
NORTHFIELD,-37.813938,144.963425,Australia,AU,Victoria,admin,,
NORTHGATE,-37.813938,144.963425,Australia,AU,Victoria,admin,,
GILLES PLAINS,-37.813938,144.963425,Australia,AU,Victoria,admin,,
GREENACRES,-37.813938,144.963425,Australia,AU,Victoria,admin,,
HAMPSTEAD GARDENS,-37.813938,144.963425,Australia,AU,Victoria,admin,,
HILLCREST,-37.813938,144.963425,Australia,AU,Victoria,admin,,
MANNINGHAM,-37.813938,144.963425,Australia,AU,Victoria,admin,,
OAKDEN,-37.813938,144.963425,Australia,AU,Victoria,admin,,
KLEMZIG,-37.813938,144.963425,Australia,AU,Victoria,admin,,
WINDSOR GARDENS,-37.813938,144.963425,Australia,AU,Victoria,admin,,
HOLDEN HILL,-37.813938,144.963425,Australia,AU,Victoria,admin,,
HIGHBURY,-37.813938,144.963425,Australia,AU,Victoria,admin,,
POORAKA,-37.813938,144.963425,Australia,AU,Victoria,admin,,
GULFVIEW HEIGHTS,-37.813938,144.963425,Australia,AU,Victoria,admin,,
PARA HILLS,-37.813938,144.963425,Australia,AU,Victoria,admin,,
PARA HILLS WEST,-37.813938,144.963425,Australia,AU,Victoria,admin,,
REDWOOD PARK,-37.813938,144.963425,Australia,AU,Victoria,admin,,
RIDGEHAVEN,-37.813938,144.963425,Australia,AU,Victoria,admin,,
ST AGNES,-37.813938,144.963425,Australia,AU,Victoria,admin,,
INGLE FARM,-37.813938,144.963425,Australia,AU,Victoria,admin,,
WALKLEY HEIGHTS,-37.813938,144.963425,Australia,AU,Victoria,admin,,
NAILSWORTH,-37.813938,144.963425,Australia,AU,Victoria,admin,,
SEFTON PARK,-37.813938,144.963425,Australia,AU,Victoria,admin,,
BLAIR ATHOL,-37.813938,144.963425,Australia,AU,Victoria,admin,,
KILBURN,-37.813938,144.963425,Australia,AU,Victoria,admin,,
CLEARVIEW,-37.813938,144.963425,Australia,AU,Victoria,admin,,
ENFIELD,-37.813938,144.963425,Australia,AU,Victoria,admin,,
LIGHTSVIEW,-37.813938,144.963425,Australia,AU,Victoria,admin,,
SALISBURY,-37.813938,144.963425,Australia,AU,Victoria,admin,,
SALISBURY DOWNS,-37.813938,144.963425,Australia,AU,Victoria,admin,,
SALISBURY NORTH,-37.813938,144.963425,Australia,AU,Victoria,admin,,
BRAHMA LODGE,-37.813938,144.963425,Australia,AU,Victoria,admin,,
SALISBURY EAST,-37.813938,144.963425,Australia,AU,Victoria,admin,,
BURTON,-37.813938,144.963425,Australia,AU,Victoria,admin,,
DIREK,-37.813938,144.963425,Australia,AU,Victoria,admin,,
GLOBE DERBY PARK,-37.813938,144.963425,Australia,AU,Victoria,admin,,
ST KILDA,-37.813938,144.963425,Australia,AU,Victoria,admin,,
WATERLOO CORNER,-37.813938,144.963425,Australia,AU,Victoria,admin,,
EDINBURGH,-37.813938,144.963425,Australia,AU,Victoria,admin,,
ELIZABETH,-37.813938,144.963425,Australia,AU,Victoria,admin,,
ELIZABETH EAST,-37.813938,144.963425,Australia,AU,Victoria,admin,,
ELIZABETH GROVE,-37.813938,144.963425,Australia,AU,Victoria,admin,,
ELIZABETH SOUTH,-37.813938,144.963425,Australia,AU,Victoria,admin,,
ELIZABETH VALE,-37.813938,144.963425,Australia,AU,Victoria,admin,,
HILLBANK,-37.813938,144.963425,Australia,AU,Victoria,admin,,
DAVOREN PARK,-37.813938,144.963425,Australia,AU,Victoria,admin,,
EDINBURGH NORTH,-37.813938,144.963425,Australia,AU,Victoria,admin,,
ELIZABETH DOWNS,-37.813938,144.963425,Australia,AU,Victoria,admin,,
ELIZABETH NORTH,-37.813938,144.963425,Australia,AU,Victoria,admin,,
ELIZABETH PARK,-37.813938,144.963425,Australia,AU,Victoria,admin,,
SAMPSON FLAT,-37.813938,144.963425,Australia,AU,Victoria,admin,,
SMITHFIELD,-37.813938,144.963425,Australia,AU,Victoria,admin,,
SMITHFIELD PLAINS,-37.813938,144.963425,Australia,AU,Victoria,admin,,
ULEYBURY,-37.813938,144.963425,Australia,AU,Victoria,admin,,
YATTALUNGA,-37.813938,144.963425,Australia,AU,Victoria,admin,,
KUDLA,-37.813938,144.963425,Australia,AU,Victoria,admin,,
MUNNO PARA,-37.813938,144.963425,Australia,AU,Victoria,admin,,
MUNNO PARA DOWNS,-37.813938,144.963425,Australia,AU,Victoria,admin,,
ANDREWS FARM,-37.813938,144.963425,Australia,AU,Victoria,admin,,
BLAKEVIEW,-37.813938,144.963425,Australia,AU,Victoria,admin,,
CRAIGMORE,-37.813938,144.963425,Australia,AU,Victoria,admin,,
GOULD CREEK,-37.813938,144.963425,Australia,AU,Victoria,admin,,
HUMBUG SCRUB,-37.813938,144.963425,Australia,AU,Victoria,admin,,
ONE TREE HILL,-37.813938,144.963425,Australia,AU,Victoria,admin,,
SALISBURY HEIGHTS,-37.813938,144.963425,Australia,AU,Victoria,admin,,
SALISBURY PARK,-37.813938,144.963425,Australia,AU,Victoria,admin,,
SALISBURY PLAIN,-37.813938,144.963425,Australia,AU,Victoria,admin,,
BOLIVAR,-37.813938,144.963425,Australia,AU,Victoria,admin,,
UPPER HERMITAGE,-37.813938,144.963425,Australia,AU,Victoria,admin,,
PARACOMBE,-37.813938,144.963425,Australia,AU,Victoria,admin,,
INGLEWOOD,-37.813938,144.963425,Australia,AU,Victoria,admin,,
CHERRYVILLE,-37.813938,144.963425,Australia,AU,Victoria,admin,,
MONTACUTE,-37.813938,144.963425,Australia,AU,Victoria,admin,,
NORTON SUMMIT,-37.813938,144.963425,Australia,AU,Victoria,admin,,
GAWLER EAST,-37.813938,144.963425,Australia,AU,Victoria,admin,,
GAWLER RIVER,-37.813938,144.963425,Australia,AU,Victoria,admin,,
GAWLER SOUTH,-37.813938,144.963425,Australia,AU,Victoria,admin,,
GAWLER WEST,-37.813938,144.963425,Australia,AU,Victoria,admin,,
HEWETT,-37.813938,144.963425,Australia,AU,Victoria,admin,,
KALBEEBA,-37.813938,144.963425,Australia,AU,Victoria,admin,,
KANGAROO FLAT,-37.813938,144.963425,Australia,AU,Victoria,admin,,
KINGSFORD,-37.813938,144.963425,Australia,AU,Victoria,admin,,
REID,-37.813938,144.963425,Australia,AU,Victoria,admin,,
WYNN VALE,-37.813938,144.963425,Australia,AU,Victoria,admin,,
HOUGHTON,-37.813938,144.963425,Australia,AU,Victoria,admin,,
LOWER HERMITAGE,-37.813938,144.963425,Australia,AU,Victoria,admin,,
MUNNO PARA WEST,-37.813938,144.963425,Australia,AU,Victoria,admin,,
EVANSTON,-37.813938,144.963425,Australia,AU,Victoria,admin,,
EVANSTON GARDENS,-37.813938,144.963425,Australia,AU,Victoria,admin,,
EVANSTON PARK,-37.813938,144.963425,Australia,AU,Victoria,admin,,
EVANSTON SOUTH,-37.813938,144.963425,Australia,AU,Victoria,admin,,
HILLIER,-37.813938,144.963425,Australia,AU,Victoria,admin,,
ANGLE VALE,-37.813938,144.963425,Australia,AU,Victoria,admin,,
BIBARINGA,-37.813938,144.963425,Australia,AU,Victoria,admin,,
BUCHFELDE,-37.813938,144.963425,Australia,AU,Victoria,admin,,
CONCORDIA,-37.813938,144.963425,Australia,AU,Victoria,admin,,
GAWLER,-37.813938,144.963425,Australia,AU,Victoria,admin,,
GAWLER BELT,-37.813938,144.963425,Australia,AU,Victoria,admin,,
PARAFIELD,-37.813938,144.963425,Australia,AU,Victoria,admin,,
SALISBURY SOUTH,-37.813938,144.963425,Australia,AU,Victoria,admin,,
GREEN FIELDS,-37.813938,144.963425,Australia,AU,Victoria,admin,,
PARAFIELD GARDENS,-37.813938,144.963425,Australia,AU,Victoria,admin,,
PARALOWIE,-37.813938,144.963425,Australia,AU,Victoria,admin,,
WILLASTON,-37.813938,144.963425,Australia,AU,Victoria,admin,,
BUCKLAND PARK,-37.813938,144.963425,Australia,AU,Victoria,admin,,
VIRGINIA,-37.813938,144.963425,Australia,AU,Victoria,admin,,
EYRE,-37.813938,144.963425,Australia,AU,Victoria,admin,,
MACDONALD PARK,-37.813938,144.963425,Australia,AU,Victoria,admin,,
PENFIELD,-37.813938,144.963425,Australia,AU,Victoria,admin,,
PENFIELD GARDENS,-37.813938,144.963425,Australia,AU,Victoria,admin,,
GOLDEN GROVE,-37.813938,144.963425,Australia,AU,Victoria,admin,,
GREENWITH,-37.813938,144.963425,Australia,AU,Victoria,admin,,
FAIRVIEW PARK,-37.813938,144.963425,Australia,AU,Victoria,admin,,
SURREY DOWNS,-37.813938,144.963425,Australia,AU,Victoria,admin,,
YATALA VALE,-37.813938,144.963425,Australia,AU,Victoria,admin,,
FOREST RANGE,-37.813938,144.963425,Australia,AU,Victoria,admin,,
GREENHILL,-37.813938,144.963425,Australia,AU,Victoria,admin,,
HORSNELL GULLY,-37.813938,144.963425,Australia,AU,Victoria,admin,,
SUMMERTOWN,-37.813938,144.963425,Australia,AU,Victoria,admin,,
URAIDLA,-37.813938,144.963425,Australia,AU,Victoria,admin,,
CAREY GULLY,-37.813938,144.963425,Australia,AU,Victoria,admin,,
WARD BELT,-37.813938,144.963425,Australia,AU,Victoria,admin,,
CRAFERS WEST,-37.813938,144.963425,Australia,AU,Victoria,admin,,
STIRLING,-37.813938,144.963425,Australia,AU,Victoria,admin,,
BIGGS FLAT,-37.813938,144.963425,Australia,AU,Victoria,admin,,
BRADBURY,-37.813938,144.963425,Australia,AU,Victoria,admin,,
CHAPEL HILL,-37.813938,144.963425,Australia,AU,Victoria,admin,,
JUPITER CREEK,-37.813938,144.963425,Australia,AU,Victoria,admin,,
LONGWOOD,-37.813938,144.963425,Australia,AU,Victoria,admin,,
MACCLESFIELD,-37.813938,144.963425,Australia,AU,Victoria,admin,,
MYLOR,-37.813938,144.963425,Australia,AU,Victoria,admin,,
SCOTT CREEK,-37.813938,144.963425,Australia,AU,Victoria,admin,,
ALDGATE,-37.813938,144.963425,Australia,AU,Victoria,admin,,
BRIDGEWATER,-37.813938,144.963425,Australia,AU,Victoria,admin,,
MOUNT GEORGE,-37.813938,144.963425,Australia,AU,Victoria,admin,,
UPPER STURT,-37.813938,144.963425,Australia,AU,Victoria,admin,,
ASHBOURNE,-37.813938,144.963425,Australia,AU,Victoria,admin,,
BULL CREEK,-37.813938,144.963425,Australia,AU,Victoria,admin,,
KANGARILLA,-37.813938,144.963425,Australia,AU,Victoria,admin,,
MCHARG CREEK,-37.813938,144.963425,Australia,AU,Victoria,admin,,
HALLETT COVE,-37.813938,144.963425,Australia,AU,Victoria,admin,,
O'HALLORAN HILL,-37.813938,144.963425,Australia,AU,Victoria,admin,,
SHEIDOW PARK,-37.813938,144.963425,Australia,AU,Victoria,admin,,
TROTT PARK,-37.813938,144.963425,Australia,AU,Victoria,admin,,
CHERRY GARDENS,-37.813938,144.963425,Australia,AU,Victoria,admin,,
CLARENDON,-37.813938,144.963425,Australia,AU,Victoria,admin,,
COROMANDEL EAST,-37.813938,144.963425,Australia,AU,Victoria,admin,,
DORSET VALE,-37.813938,144.963425,Australia,AU,Victoria,admin,,
ECHUNGA,-37.813938,144.963425,Australia,AU,Victoria,admin,,
FLAXLEY,-37.813938,144.963425,Australia,AU,Victoria,admin,,
GREEN HILLS RANGE,-37.813938,144.963425,Australia,AU,Victoria,admin,,
HEATHFIELD,-37.813938,144.963425,Australia,AU,Victoria,admin,,
IRONBANK,-37.813938,144.963425,Australia,AU,Victoria,admin,,
ASHTON,-37.813938,144.963425,Australia,AU,Victoria,admin,,
MARBLE HILL,-37.813938,144.963425,Australia,AU,Victoria,admin,,
BASKET RANGE,-37.813938,144.963425,Australia,AU,Victoria,admin,,
YUNDI,-37.813938,144.963425,Australia,AU,Victoria,admin,,
ALDINGA,-37.813938,144.963425,Australia,AU,Victoria,admin,,
ALDINGA BEACH,-37.813938,144.963425,Australia,AU,Victoria,admin,,
PORT WILLUNGA,-37.813938,144.963425,Australia,AU,Victoria,admin,,
MCLAREN VALE,-37.813938,144.963425,Australia,AU,Victoria,admin,,
TATACHILLA,-37.813938,144.963425,Australia,AU,Victoria,admin,,
DINGABLEDINGA,-37.813938,144.963425,Australia,AU,Victoria,admin,,
HACKHAM,-37.813938,144.963425,Australia,AU,Victoria,admin,,
HACKHAM WEST,-37.813938,144.963425,Australia,AU,Victoria,admin,,
HUNTFIELD HEIGHTS,-37.813938,144.963425,Australia,AU,Victoria,admin,,
ONKAPARINGA HILLS,-37.813938,144.963425,Australia,AU,Victoria,admin,,
CHRISTIE DOWNS,-37.813938,144.963425,Australia,AU,Victoria,admin,,
CHRISTIES BEACH,-37.813938,144.963425,Australia,AU,Victoria,admin,,
HOPE FOREST,-37.813938,144.963425,Australia,AU,Victoria,admin,,
KUITPO COLONY,-37.813938,144.963425,Australia,AU,Victoria,admin,,
KYEEMA,-37.813938,144.963425,Australia,AU,Victoria,admin,,
MONTARRA,-37.813938,144.963425,Australia,AU,Victoria,admin,,
PAGES FLAT,-37.813938,144.963425,Australia,AU,Victoria,admin,,
ABERFOYLE PARK,-37.813938,144.963425,Australia,AU,Victoria,admin,,
CHANDLERS HILL,-37.813938,144.963425,Australia,AU,Victoria,admin,,
FLAGSTAFF HILL,-37.813938,144.963425,Australia,AU,Victoria,admin,,
HAPPY VALLEY,-37.813938,144.963425,Australia,AU,Victoria,admin,,
LONSDALE,-37.813938,144.963425,Australia,AU,Victoria,admin,,
OLD REYNELLA,-37.813938,144.963425,Australia,AU,Victoria,admin,,
REYNELLA,-37.813938,144.963425,Australia,AU,Victoria,admin,,
REYNELLA EAST,-37.813938,144.963425,Australia,AU,Victoria,admin,,
MORPHETT VALE,-37.813938,144.963425,Australia,AU,Victoria,admin,,
WOODCROFT,-37.813938,144.963425,Australia,AU,Victoria,admin,,
LEAWOOD GARDENS,-37.813938,144.963425,Australia,AU,Victoria,admin,,
PICCADILLY,-37.813938,144.963425,Australia,AU,Victoria,admin,,
CLELAND,-37.813938,144.963425,Australia,AU,Victoria,admin,,
CRAFERS,-37.813938,144.963425,Australia,AU,Victoria,admin,,
PORT NOARLUNGA,-37.813938,144.963425,Australia,AU,Victoria,admin,,
PORT NOARLUNGA SOUTH,-37.813938,144.963425,Australia,AU,Victoria,admin,,
NOARLUNGA CENTRE,-37.813938,144.963425,Australia,AU,Victoria,admin,,
NOARLUNGA DOWNS,-37.813938,144.963425,Australia,AU,Victoria,admin,,
